COUNTY,POP1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990
Armstrong ,1351,305,1046,608,190,56,0.225758697,0.774241303,0.45003701,0.140636566,0.041450777
Atascosa ,17648,7272,10376,4823,1486,466,0.412058024,0.587941976,0.273288758,0.084202176,0.026405258
Austin ,13021,4876,8145,4383,1791,560,0.374472007,0.625527993,0.336610091,0.137547039,0.04300745
Bailey ,4390,1960,2430,1155,326,79,0.446469248,0.553530752,0.26309795,0.074259681,0.017995444
Bandera ,7516,1749,5767,3312,1270,392,0.232703566,0.767296434,0.440659925,0.168972858,0.052155402
Bastrop ,24437,7758,16679,8828,3255,912,0.317469411,0.682530589,0.361255473,0.133199656,0.037320457
Baylor ,3137,1141,1996,996,323,61,0.363723303,0.636276697,0.317500797,0.102964616,0.01944533
Bee ,14588,5103,9485,6189,1850,550,0.349808061,0.650191939,0.424252811,0.126816562,0.037702221
Bell ,108410,22649,85761,52963,18606,6134,0.208919841,0.791080159,0.488543492,0.171626234,0.056581496
Bexar ,705629,192804,512825,339728,139077,49730,0.273237069,0.726762931,0.481454135,0.197096491,0.070476128
Blanco ,4062,1263,2799,1499,529,162,0.310930576,0.689069424,0.369030034,0.130231413,0.039881832
Borden ,532,153,379,223,92,23,0.287593985,0.712406015,0.419172932,0.172932331,0.043233083
Bosque ,10547,3792,6755,3356,1144,345,0.359533517,0.640466483,0.318194747,0.108466863,0.032710723
Bowie ,52405,14608,37797,21512,7496,2654,0.278752027,0.721247973,0.410495182,0.143039786,0.050644023
Brazoria ,117871,28921,88950,54135,17832,5189,0.245361454,0.754638546,0.459273273,0.151284031,0.044022703
Brazos ,56864,11462,45402,33511,20372,9768,0.201568655,0.798431345,0.589318374,0.358258301,0.171778278
Brewster ,5303,1423,3880,2814,1484,604,0.268338676,0.731661324,0.530643032,0.279841599,0.113897794
Briscoe ,1324,490,834,459,153,29,0.370090634,0.629909366,0.346676737,0.115558912,0.021903323
Brooks ,4729,2574,2155,1139,313,121,0.544301121,0.455698879,0.240854303,0.066187355,0.025586805
Brown ,21795,7175,14620,7781,2976,931,0.329203946,0.670796054,0.357008488,0.136545079,0.042716219
Burleson ,8815,3683,5132,2152,838,264,0.41781055,0.58218945,0.244129325,0.09506523,0.029948951
Burnet ,15683,4840,10843,5870,2194,660,0.308614423,0.691385577,0.374290633,0.139896703,0.042083785
Caldwell ,15560,6174,9386,4763,1700,463,0.396786632,0.603213368,0.306105398,0.109254499,0.029755784
Calhoun ,11846,4237,7609,3785,1200,388,0.357673476,0.642326524,0.319517137,0.101300017,0.032753672
Callahan ,7866,2464,5402,2496,768,292,0.313246885,0.686753115,0.317315027,0.097635393,0.03712179
Cameron ,139703,69840,69863,42272,16732,5498,0.499917683,0.500082317,0.302584769,0.119768366,0.039354917
Camp ,6543,2369,4174,2028,652,252,0.36206633,0.63793367,0.309949564,0.099648479,0.038514443
Carson ,4176,993,3183,1685,581,193,0.237787356,0.762212644,0.403496169,0.139128352,0.046216475
Cass ,19397,6499,12898,5874,1755,631,0.335051812,0.664948188,0.302830335,0.090477909,0.032530804
Castro ,4999,2090,2909,1472,526,138,0.418083617,0.581916383,0.294458892,0.105221044,0.027605521
Chambers ,12406,3963,8443,4779,1426,470,0.319442205,0.680557795,0.385216831,0.114944382,0.037884894
Cherokee ,26363,9832,16531,8568,2676,1090,0.372946933,0.627053067,0.325000948,0.101505898,0.041345826
Childress ,4047,1576,2471,1184,424,118,0.389424265,0.610575735,0.292562392,0.104768965,0.029157401
Clay ,6795,2115,4680,2192,752,217,0.311258278,0.688741722,0.32259014,0.11066961,0.031935247
Cochran ,2519,1075,1444,724,266,85,0.426756649,0.573243351,0.287415641,0.105597459,0.033743549
Coke ,2441,863,1578,830,286,74,0.35354363,0.64645637,0.34002458,0.117165096,0.030315444
Coleman ,6798,2786,4012,1823,652,221,0.40982642,0.59017358,0.268167108,0.095910562,0.032509562
Collin ,164351,19286,145065,113258,64206,17947,0.117346411,0.882653589,0.68912267,0.390663884,0.109199214
Collingsworth ,2383,905,1478,864,286,84,0.379773395,0.620226605,0.362568191,0.120016786,0.035249685
Colorado ,12261,5167,7094,3250,1297,441,0.421417503,0.578582497,0.265068102,0.105782563,0.035967702
Comal ,34784,8468,26316,16422,7049,2273,0.243445262,0.756554738,0.472113615,0.202650644,0.065346136
Comanche ,9180,3870,5310,2191,842,292,0.421568627,0.578431373,0.238671024,0.091721133,0.031808279
Concho ,2082,954,1128,537,215,36,0.458213256,0.541786744,0.257925072,0.10326609,0.017291066
Cooke ,19556,5564,13992,8050,2320,909,0.284516261,0.715483739,0.411638372,0.118633667,0.046481898
Coryell ,33105,6508,26597,15267,3633,997,0.196586618,0.803413382,0.461169008,0.109741731,0.030116297
Cottle ,1537,741,796,402,165,48,0.482108003,0.517891997,0.261548471,0.107351984,0.031229668
Crane ,2643,752,1891,989,248,77,0.284525161,0.715474839,0.374195989,0.093832766,0.02913356
Crockett ,2550,1075,1475,801,388,78,0.421568627,0.578431373,0.314117647,0.152156863,0.030588235
Crosby ,4431,2077,2354,1069,445,114,0.468742947,0.531257053,0.241254796,0.100428797,0.025727827
Culberson ,1951,912,1039,437,236,77,0.467452588,0.532547412,0.223987699,0.120963608,0.03946694
Dallam ,3464,1177,2287,970,249,35,0.3397806,0.6602194,0.280023095,0.071882217,0.010103926
Dallas ,1158253,264851,893402,620702,305041,94480,0.228664204,0.771335796,0.535895007,0.263363013,0.081571125
Dawson ,8695,4004,4691,2134,785,188,0.460494537,0.539505463,0.245428407,0.090281771,0.021621622
Deaf Smith ,10711,4551,6160,3433,1181,305,0.4248903,0.5751097,0.320511624,0.11026048,0.028475399
Delta ,3265,1168,2097,1088,407,229,0.357733538,0.642266462,0.33323124,0.124655436,0.070137825
Denton ,162602,21396,141206,105991,52505,14696,0.131585097,0.868414903,0.651843151,0.322905007,0.090380192
DeWitt ,12543,5625,6918,3187,1156,406,0.448457307,0.551542693,0.254085944,0.092162959,0.032368652
Dickens ,1773,703,1070,482,199,76,0.396503102,0.603496898,0.271855612,0.112239143,0.0428652
Dimmit ,5608,3374,2234,1208,438,135,0.601640514,0.398359486,0.215406562,0.07810271,0.024072753
Donley ,2519,810,1709,1007,280,56,0.321556173,0.678443827,0.39976181,0.11115522,0.022231044
Duval ,7475,3894,3581,1528,480,208,0.520936455,0.479063545,0.204414716,0.064214047,0.027826087
Eastland ,12381,4564,7817,4198,1360,500,0.368629351,0.631370649,0.339067927,0.109845731,0.04038446
Ector ,70055,23198,46857,27086,7968,2357,0.331139819,0.668860181,0.386639069,0.113739205,0.033644993
Edwards ,1352,564,788,438,186,49,0.417159763,0.582840237,0.323964497,0.137573964,0.036242604
Ellis ,51154,14463,36691,19712,6830,1937,0.282734488,0.717265512,0.385346209,0.133518395,0.037866052
El Paso ,327999,119149,208850,133566,49982,15345,0.363260254,0.636739746,0.407214656,0.152384611,0.046783679
Erath ,16474,4732,11742,7429,3343,1284,0.2872405,0.7127595,0.450953017,0.202925823,0.077940998
Falls ,11597,4771,6826,3021,986,437,0.4113995,0.5886005,0.260498405,0.085021988,0.037682159
Fannin ,17014,6024,10990,5133,1913,718,0.354061361,0.645938639,0.301692724,0.112436817,0.042200541
Fayette ,14005,5944,8061,3516,1269,314,0.42441985,0.57558015,0.251053195,0.090610496,0.022420564
Fisher ,3273,1211,2062,932,377,104,0.369996945,0.630003055,0.284754048,0.115184846,0.03177513
Floyd ,5188,2040,3148,1550,580,152,0.393215112,0.606784888,0.298766384,0.111796453,0.029298381
Foard ,1237,467,770,371,138,41,0.377526273,0.622473727,0.299919159,0.111560226,0.033144705
Fort Bend ,133052,25393,107659,78446,40195,11654,0.190850194,0.809149806,0.589589033,0.302099931,0.087589815
Franklin ,5242,1842,3400,1830,594,225,0.351392598,0.648607402,0.349103396,0.113315528,0.042922549
Freestone ,10386,3578,6808,3310,960,306,0.344502215,0.655497785,0.318698248,0.09243212,0.029462738
Frio ,7425,3702,3723,1582,559,193,0.498585859,0.501414141,0.213063973,0.075286195,0.025993266
Gaines ,7751,3626,4125,2254,767,206,0.467810605,0.532189395,0.290801187,0.098954974,0.026577216
Galveston ,138490,33560,104930,66355,26685,9684,0.242327966,0.757672034,0.479132067,0.192685392,0.069925626
Garza ,3136,1330,1806,804,306,71,0.424107143,0.575892857,0.256377551,0.097576531,0.022640306
Gillespie ,12192,3826,8366,4898,2085,574,0.313812336,0.686187664,0.401738845,0.17101378,0.047080052
Glasscock ,813,286,527,254,80,16,0.351783518,0.648216482,0.312423124,0.098400984,0.019680197
Goliad ,3995,1495,2500,1376,394,137,0.374217772,0.625782228,0.344430538,0.098623279,0.034292866
Gonzales ,10841,4828,6013,2598,918,266,0.44534637,0.55465363,0.239645789,0.084678535,0.024536482
Gray ,15910,4605,11305,5668,1887,541,0.289440603,0.710559397,0.356253928,0.118604651,0.034003771
Grayson ,62069,17345,44724,26135,8672,3217,0.279447067,0.720552933,0.421063655,0.139715478,0.051829416
Gregg ,65986,15985,50001,32132,11648,3874,0.242248356,0.757751644,0.486951778,0.176522293,0.058709423
Grimes ,12034,4867,7167,3308,1033,349,0.404437427,0.595562573,0.274887818,0.08584012,0.029001163
Guadalupe ,40307,12190,28117,15361,5614,1832,0.302428859,0.697571141,0.381100057,0.139281018,0.045451162
Hale ,20037,7803,12234,6727,2535,774,0.389429555,0.610570445,0.335728902,0.126515946,0.038628537
Hall ,2718,1053,1665,777,236,59,0.387417219,0.612582781,0.285871965,0.08682855,0.021707138
Hamilton ,5533,2051,3482,1747,687,231,0.370684981,0.629315019,0.315741912,0.124164106,0.041749503
Hansford ,3620,1026,2594,1549,554,80,0.283425414,0.716574586,0.427900552,0.153038674,0.022099448
Hardeman ,3568,1328,2240,1091,393,124,0.372197309,0.627802691,0.305773543,0.11014574,0.034753363
Hardin ,25629,7537,18092,8599,2484,636,0.294080924,0.705919076,0.335518358,0.096921456,0.024815639
Harris ,1713593,429746,1283847,885384,435772,138728,0.250786505,0.749213495,0.516682783,0.254303093,0.08095738
Harrison ,35781,10604,25177,13235,4537,1575,0.296358403,0.703641597,0.369889047,0.126799139,0.044017775
Hartley ,2382,368,2014,1146,469,150,0.154492024,0.845507976,0.481108312,0.196893367,0.062972292
Haskell ,4755,1979,2776,1327,427,152,0.416193481,0.583806519,0.279074658,0.08980021,0.031966351
Hays ,34529,7976,26553,18475,9122,3142,0.230994237,0.769005763,0.535057488,0.26418373,0.090995974
Hemphill ,2359,640,1719,898,290,98,0.271301399,0.728698601,0.380669775,0.122933446,0.041543027
Henderson ,39738,14021,25717,13489,4090,1527,0.352836076,0.647163924,0.339448387,0.102924153,0.038426695
Hidalgo ,199262,106377,92885,53813,22823,7471,0.533854925,0.466145075,0.270061527,0.114537644,0.03749335
Hill ,18028,6942,11086,5674,1922,658,0.385067673,0.614932327,0.314732638,0.106611937,0.03649878
Hockley ,13761,4956,8805,5391,1705,654,0.360148245,0.639851755,0.39175932,0.123900879,0.047525616
Hood ,19856,5033,14823,8861,3013,821,0.25347502,0.74652498,0.446263094,0.151742546,0.041347703
Hopkins ,18593,6902,11691,5403,2087,891,0.371214973,0.628785027,0.290593234,0.112246544,0.047921261
Houston ,14454,5199,9255,4337,1453,494,0.359692819,0.640307181,0.300055348,0.100525806,0.03417739
Howard ,20839,7252,13587,7737,2461,961,0.348001344,0.651998656,0.371275013,0.118095878,0.046115457
Hudspeth ,1707,886,821,419,136,43,0.51903925,0.48096075,0.245459871,0.079671939,0.025190393
Hunt ,40939,12639,28300,15533,6519,2522,0.308727619,0.691272381,0.379418159,0.159236913,0.06160385
Hutchinson ,16318,4580,11738,6796,2121,610,0.280671651,0.719328349,0.416472607,0.129979164,0.037382032
Irion ,1030,304,726,355,142,45,0.295145631,0.704854369,0.344660194,0.137864078,0.04368932
Jack ,4652,1758,2894,1532,512,126,0.377901978,0.622098022,0.329320722,0.110060189,0.027085125
Jackson ,8519,3698,4821,2306,869,271,0.434088508,0.565911492,0.270689048,0.102007278,0.031811245
Jasper ,19869,7082,12787,5234,1649,713,0.356434647,0.643565353,0.263425437,0.082993608,0.035885047
Jeff Davis ,1293,394,899,619,324,94,0.304717711,0.695282289,0.478731632,0.250580046,0.072699149
Jefferson ,152608,39009,113599,63664,23690,7275,0.255615695,0.744384305,0.417173412,0.155234326,0.047671157
Jim Hogg ,2959,1511,1448,715,332,133,0.510645488,0.489354512,0.241635688,0.112200068,0.044947617
Jim Wells ,21880,9778,12102,6248,2050,708,0.446892139,0.553107861,0.285557587,0.09369287,0.032358318
Johnson ,59921,16838,43083,23141,6890,2134,0.281003321,0.718996679,0.386191819,0.11498473,0.035613558
Jones ,10772,4223,6549,3264,1169,364,0.392034905,0.607965095,0.303007798,0.108522094,0.033791311
Karnes ,7671,3736,3935,1983,681,151,0.487029071,0.512970929,0.258506062,0.088775909,0.019684526
Kaufman ,32427,10402,22025,11413,3550,1349,0.320782064,0.679217936,0.351959787,0.109476671,0.041601135
Kendall ,9702,1918,7784,4963,1935,646,0.197691198,0.802308802,0.511544012,0.199443414,0.066584209
Kenedy ,281,160,121,50,22,5,0.569395018,0.430604982,0.177935943,0.078291815,0.017793594
Kent ,697,255,442,186,72,18,0.365853659,0.634146341,0.266857963,0.103299857,0.025824964
Kerr ,25375,6116,19259,11872,5120,1815,0.241024631,0.758975369,0.467862069,0.201773399,0.071527094
Kimble ,2853,1008,1845,910,354,89,0.353312303,0.646687697,0.318962496,0.124079916,0.031195233
King ,216,47,169,112,53,15,0.217592593,0.782407407,0.518518519,0.24537037,0.069444444
Kinney ,2111,924,1187,625,233,59,0.437707248,0.562292752,0.296068214,0.11037423,0.027948839
Kleberg ,16542,6070,10472,7014,3127,1337,0.366944747,0.633055253,0.424011607,0.189033974,0.080824568
Knox ,3218,1332,1886,871,351,74,0.41392169,0.58607831,0.270665009,0.109073959,0.022995649
Lamar ,28247,9240,19007,10666,3660,1378,0.327114384,0.672885616,0.377597621,0.129571282,0.048783942
Lamb ,9408,4072,5336,2806,1047,288,0.432823129,0.567176871,0.298256803,0.111288265,0.030612245
Lampasas ,8677,2542,6135,3530,1108,289,0.292958396,0.707041604,0.406822635,0.127693903,0.033306442
La Salle ,3215,1758,1457,856,347,120,0.54681182,0.45318818,0.266251944,0.107931571,0.037325039
Lavaca ,12794,5670,7124,2992,1077,262,0.443176489,0.556823511,0.233859622,0.084180084,0.020478349
Lee ,8088,3150,4938,2472,917,283,0.389465875,0.610534125,0.305637982,0.113377844,0.034990109
Leon ,8477,2760,5717,2541,868,346,0.325586882,0.674413118,0.299752271,0.102394715,0.040816327
Liberty ,32682,12283,20399,9450,2588,860,0.375833792,0.624166208,0.289149991,0.07918732,0.026314179
Limestone ,14006,5572,8434,4553,1481,545,0.397829502,0.602170498,0.325074968,0.105740397,0.038911895
Lipscomb ,2057,539,1518,858,306,75,0.262032086,0.737967914,0.417112299,0.148760331,0.036460865
Live Oak ,6249,2444,3805,2148,749,204,0.391102576,0.608897424,0.343734998,0.119859177,0.032645223
Llano ,9225,2621,6604,3487,1225,384,0.284119241,0.715880759,0.37799458,0.132791328,0.041626016
Loving ,75,33,42,19,3,3,0.44,0.56,0.253333333,0.04,0.04
Lubbock ,127820,32980,94840,64052,29934,10348,0.258019089,0.741980911,0.501110937,0.234188703,0.080957597
Lynn ,4150,1900,2250,885,312,85,0.457831325,0.542168675,0.213253012,0.075180723,0.020481928
McCulloch ,5780,2167,3613,1963,797,231,0.374913495,0.625086505,0.339619377,0.137889273,0.039965398
McLennan ,112797,32086,80711,49317,18713,6547,0.28445792,0.71554208,0.437219075,0.165899802,0.058042324
McMullen ,560,198,362,190,82,18,0.353571429,0.646428571,0.339285714,0.146428571,0.032142857
Madison ,6691,2758,3933,1959,676,250,0.412195486,0.587804514,0.292781348,0.101031236,0.037363623
Marion ,6901,2748,4153,1921,527,177,0.398203159,0.601796841,0.278365454,0.076365744,0.025648457
Martin ,2833,1295,1538,758,189,47,0.457112601,0.542887399,0.26756089,0.066713731,0.016590187
Mason ,2402,838,1564,831,311,124,0.348875937,0.651124063,0.345961699,0.129475437,0.051623647
Matagorda ,22442,7307,15135,8299,2833,823,0.325594867,0.674405133,0.369797701,0.126236521,0.036672311
Maverick ,18537,11925,6612,3675,1357,577,0.643307979,0.356692021,0.198252144,0.073204941,0.031126935
Medina ,16902,6468,10434,5249,1859,633,0.382676606,0.617323394,0.310554964,0.109986984,0.037451189
Menard ,1569,659,910,425,178,43,0.420012747,0.579987253,0.270873168,0.113448056,0.027405991
Midland ,64196,14917,49279,34851,16917,4399,0.232366503,0.767633497,0.542884292,0.263521092,0.068524519
Milam ,14741,5753,8988,4169,1475,483,0.39027203,0.60972797,0.282816634,0.100061054,0.032765755
Mills ,3222,1238,1984,1022,411,176,0.384233395,0.615766605,0.317194289,0.127560521,0.054624457
Mitchell ,5284,2151,3133,1537,562,162,0.407077971,0.592922029,0.290878123,0.106358819,0.030658592
Montague ,11771,4287,7484,3593,1196,396,0.364200153,0.635799847,0.305241696,0.101605641,0.033642002
Montgomery ,112214,27480,84734,51622,21787,5971,0.24488923,0.75511077,0.460031725,0.194155809,0.053210829
Moore ,10263,3907,6356,3277,1104,288,0.380687908,0.619312092,0.319302348,0.107570886,0.02806197
Morris ,8657,2722,5935,3128,908,320,0.314427631,0.685572369,0.361326094,0.104886219,0.036964306
Motley ,1088,411,677,318,118,33,0.377757353,0.622242647,0.292279412,0.108455882,0.030330882
Nacogdoches ,29589,8977,20612,13019,5930,2349,0.303389773,0.696610227,0.439994593,0.200412315,0.07938761
Navarro ,25376,8986,16390,9158,3229,1291,0.354114124,0.645885876,0.360892182,0.127246217,0.050874842
Newton ,8399,3432,4967,1580,463,147,0.408620074,0.591379926,0.188117633,0.05512561,0.017502084
Nolan ,10486,3958,6528,3305,1254,379,0.377455655,0.622544345,0.315182148,0.119588022,0.036143429
Nueces ,174396,54216,120180,77630,29631,10201,0.31087869,0.68912131,0.445136356,0.16990642,0.058493314
Ochiltree ,5637,1622,4015,2119,779,159,0.287741707,0.712258293,0.375909172,0.138194075,0.028206493
Oldham ,1228,323,905,543,229,47,0.263029316,0.736970684,0.44218241,0.186482085,0.038273616
Orange ,50076,13702,36374,17619,5191,1691,0.273624091,0.726375909,0.351845195,0.103662433,0.033768672
Palo Pinto ,16414,5748,10666,5307,1816,611,0.350188863,0.649811137,0.323321555,0.110637261,0.037224321
Panola ,14002,4541,9461,5160,1685,704,0.324310813,0.675689187,0.368518783,0.120339951,0.050278532
Parker ,41144,10489,30655,17735,5725,1678,0.254933891,0.745066109,0.431047054,0.13914544,0.040783589
Parmer ,5802,2568,3234,1693,517,168,0.442605998,0.557394002,0.291795932,0.089107204,0.028955533
Pecos ,8426,3535,4891,2651,1018,353,0.419534773,0.580465227,0.31462141,0.12081652,0.041894137
Polk ,20808,8383,12425,5736,1795,664,0.402873895,0.597126105,0.275663206,0.086264898,0.031910804
Potter ,59877,19290,40587,23063,6894,2199,0.322160429,0.677839571,0.385172938,0.115136029,0.036725287
Presidio ,3851,2162,1689,1008,453,177,0.56141262,0.43858738,0.261750195,0.117631784,0.045962088
Rains ,4547,1709,2838,1291,342,180,0.37585221,0.62414779,0.283923466,0.075214427,0.039586541
Randall ,55881,7982,47899,34131,14760,4170,0.142839248,0.857160752,0.61078005,0.264132711,0.074622859
Reagan ,2387,857,1530,734,248,57,0.359028069,0.640971931,0.307498953,0.103896104,0.023879346
Real ,1657,659,998,561,166,54,0.397706699,0.602293301,0.338563669,0.10018105,0.032589016
Red River ,9676,4161,5515,2324,710,260,0.430033072,0.569966928,0.240181893,0.073377429,0.026870608
Reeves ,8979,4910,4069,1989,617,230,0.546831496,0.453168504,0.221516873,0.068715893,0.025615325
